Category,Domain,Chapter title,Chapter slug,Lecture number,Lecture ID,Lecture title,YouTube URL,Video ID,Output name,Lecture folder,Raw comments path,Scrubbed comments path,Sift report path,Processing mode,Status,Notes
Physical Chemistry,physical,Equilibrium,equilibrium,05,equilibrium-lecture-05,Le-Chatelier's Principle,https://youtu.be/NVZ4Jb9tLX4,NVZ4Jb9tLX4,comments-05-le-chateliers-principle,content/chemistry/physical/equilibrium/lectures/lecture-05-le-chateliers-principle,content/chemistry/physical/equilibrium/lectures/lecture-05-le-chateliers-principle/comments/comments-05-le-chateliers-principle.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-05-le-chateliers-principle/comments/comments-05-le-chateliers-principle.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-05-le-chateliers-principle/comments/comments-05-le-chateliers-principle.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,06,equilibrium-lecture-06,Theories Of Acids and Bases,https://youtu.be/Uql1eQGq9Dg,Uql1eQGq9Dg,comments-06-theories-of-acids-and-bases,content/chemistry/physical/equilibrium/lectures/lecture-06-theories-of-acids-and-bases,content/chemistry/physical/equilibrium/lectures/lecture-06-theories-of-acids-and-bases/comments/comments-06-theories-of-acids-and-bases.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-06-theories-of-acids-and-bases/comments/comments-06-theories-of-acids-and-bases.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-06-theories-of-acids-and-bases/comments/comments-06-theories-of-acids-and-bases.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,07,equilibrium-lecture-07,Ionisation Constant Of Weak Acid and Base,https://youtu.be/Dgdz6bfRMdc,Dgdz6bfRMdc,comments-07-ionisation-constant-of-weak-acid-and-base,content/chemistry/physical/equilibrium/lectures/lecture-07-ionisation-constant-of-weak-acid-and-base,content/chemistry/physical/equilibrium/lectures/lecture-07-ionisation-constant-of-weak-acid-and-base/comments/comments-07-ionisation-constant-of-weak-acid-and-base.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-07-ionisation-constant-of-weak-acid-and-base/comments/comments-07-ionisation-constant-of-weak-acid-and-base.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-07-ionisation-constant-of-weak-acid-and-base/comments/comments-07-ionisation-constant-of-weak-acid-and-base.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,08,equilibrium-lecture-08,pH Of Solutions | How to find pH | How to calculate pH of any Solution,https://youtu.be/uuGl5o8b3Zk,uuGl5o8b3Zk,comments-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution,content/chemistry/physical/equilibrium/lectures/lecture-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution,content/chemistry/physical/equilibrium/lectures/lecture-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution/comments/comments-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution/comments/comments-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution/comments/comments-08-ph-of-solutions-how-to-find-ph-how-to-calculate-ph-of-any-solution.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,09,equilibrium-lecture-09,Common-Ion Effect,https://youtu.be/xqq78GsLXSA,xqq78GsLXSA,comments-09-common-ion-effect,content/chemistry/physical/equilibrium/lectures/lecture-09-common-ion-effect,content/chemistry/physical/equilibrium/lectures/lecture-09-common-ion-effect/comments/comments-09-common-ion-effect.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-09-common-ion-effect/comments/comments-09-common-ion-effect.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-09-common-ion-effect/comments/comments-09-common-ion-effect.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,10,equilibrium-lecture-10,Buffer Solutions Part 1 of 2,https://youtu.be/KH0w5TZnJaA,KH0w5TZnJaA,comments-10-buffer-solutions-part-1-of-2,content/chemistry/physical/equilibrium/lectures/lecture-10-buffer-solutions-part-1-of-2,content/chemistry/physical/equilibrium/lectures/lecture-10-buffer-solutions-part-1-of-2/comments/comments-10-buffer-solutions-part-1-of-2.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-10-buffer-solutions-part-1-of-2/comments/comments-10-buffer-solutions-part-1-of-2.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-10-buffer-solutions-part-1-of-2/comments/comments-10-buffer-solutions-part-1-of-2.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,11,equilibrium-lecture-11,Buffer Solutions Part 2 of 2,https://youtu.be/30eFAm74wp0,30eFAm74wp0,comments-11-buffer-solutions-part-2-of-2,content/chemistry/physical/equilibrium/lectures/lecture-11-buffer-solutions-part-2-of-2,content/chemistry/physical/equilibrium/lectures/lecture-11-buffer-solutions-part-2-of-2/comments/comments-11-buffer-solutions-part-2-of-2.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-11-buffer-solutions-part-2-of-2/comments/comments-11-buffer-solutions-part-2-of-2.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-11-buffer-solutions-part-2-of-2/comments/comments-11-buffer-solutions-part-2-of-2.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,12,equilibrium-lecture-12,Salt Hydrolysis,https://youtu.be/I33BwmAz1sY,I33BwmAz1sY,comments-12-salt-hydrolysis,content/chemistry/physical/equilibrium/lectures/lecture-12-salt-hydrolysis,content/chemistry/physical/equilibrium/lectures/lecture-12-salt-hydrolysis/comments/comments-12-salt-hydrolysis.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-12-salt-hydrolysis/comments/comments-12-salt-hydrolysis.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-12-salt-hydrolysis/comments/comments-12-salt-hydrolysis.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Equilibrium,equilibrium,13,equilibrium-lecture-13,Solubility and Solubility Product,https://youtu.be/1tRdbmroncE,1tRdbmroncE,comments-13-solubility-and-solubility-product,content/chemistry/physical/equilibrium/lectures/lecture-13-solubility-and-solubility-product,content/chemistry/physical/equilibrium/lectures/lecture-13-solubility-and-solubility-product/comments/comments-13-solubility-and-solubility-product.raw.json,content/chemistry/physical/equilibrium/lectures/lecture-13-solubility-and-solubility-product/comments/comments-13-solubility-and-solubility-product.scrubbed.json,content/chemistry/physical/equilibrium/lectures/lecture-13-solubility-and-solubility-product/comments/comments-13-solubility-and-solubility-product.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,01,redox-reactions-electrochemistry-lecture-01,How to Find Oxidation Number - Methods & Tricks,https://youtu.be/c06C1t0PnGk,c06C1t0PnGk,comments-01-how-to-find-oxidation-number-methods-and-tricks,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-01-how-to-find-oxidation-number-methods-and-tricks,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-01-how-to-find-oxidation-number-methods-and-tricks/comments/comments-01-how-to-find-oxidation-number-methods-and-tricks.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-01-how-to-find-oxidation-number-methods-and-tricks/comments/comments-01-how-to-find-oxidation-number-methods-and-tricks.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-01-how-to-find-oxidation-number-methods-and-tricks/comments/comments-01-how-to-find-oxidation-number-methods-and-tricks.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,02,redox-reactions-electrochemistry-lecture-02,Oxidation and Reduction & Types of Redox Reactions,https://youtu.be/5Bf_Qk_YSI8,5Bf_Qk_YSI8,comments-02-oxidation-and-reduction-and-types-of-redox-reactions,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-02-oxidation-and-reduction-and-types-of-redox-reactions,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-02-oxidation-and-reduction-and-types-of-redox-reactions/comments/comments-02-oxidation-and-reduction-and-types-of-redox-reactions.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-02-oxidation-and-reduction-and-types-of-redox-reactions/comments/comments-02-oxidation-and-reduction-and-types-of-redox-reactions.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-02-oxidation-and-reduction-and-types-of-redox-reactions/comments/comments-02-oxidation-and-reduction-and-types-of-redox-reactions.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,03,redox-reactions-electrochemistry-lecture-03,Balancing a Chemical Equation By Ion-Electron Method or Half Reaction Method,https://youtu.be/vf6PiQVK6oU,vf6PiQVK6oU,comments-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method/comments/comments-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method/comments/comments-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method/comments/comments-03-balancing-a-chemical-equation-by-ion-electron-method-or-half-reaction-method.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,04,redox-reactions-electrochemistry-lecture-04,Balancing a Chemical Equation By Oxidation Number Method,https://youtu.be/v6D5eETBQk0,v6D5eETBQk0,comments-04-balancing-a-chemical-equation-by-oxidation-number-method,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-04-balancing-a-chemical-equation-by-oxidation-number-method,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-04-balancing-a-chemical-equation-by-oxidation-number-method/comments/comments-04-balancing-a-chemical-equation-by-oxidation-number-method.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-04-balancing-a-chemical-equation-by-oxidation-number-method/comments/comments-04-balancing-a-chemical-equation-by-oxidation-number-method.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-04-balancing-a-chemical-equation-by-oxidation-number-method/comments/comments-04-balancing-a-chemical-equation-by-oxidation-number-method.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,05,redox-reactions-electrochemistry-lecture-05,Daniell Cell - Electrochemical / Galvanic / Voltaic Cell,https://youtu.be/j7PYqR1iGMg,j7PYqR1iGMg,comments-05-daniell-cell-electrochemical-galvanic-voltaic-cell,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-05-daniell-cell-electrochemical-galvanic-voltaic-cell,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-05-daniell-cell-electrochemical-galvanic-voltaic-cell/comments/comments-05-daniell-cell-electrochemical-galvanic-voltaic-cell.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-05-daniell-cell-electrochemical-galvanic-voltaic-cell/comments/comments-05-daniell-cell-electrochemical-galvanic-voltaic-cell.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-05-daniell-cell-electrochemical-galvanic-voltaic-cell/comments/comments-05-daniell-cell-electrochemical-galvanic-voltaic-cell.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,06,redox-reactions-electrochemistry-lecture-06,Electrode Potential and EMF Of Cell - Basics,https://youtu.be/xj8HNg_zWIw,xj8HNg_zWIw,comments-06-electrode-potential-and-emf-of-cell-basics,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-06-electrode-potential-and-emf-of-cell-basics,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-06-electrode-potential-and-emf-of-cell-basics/comments/comments-06-electrode-potential-and-emf-of-cell-basics.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-06-electrode-potential-and-emf-of-cell-basics/comments/comments-06-electrode-potential-and-emf-of-cell-basics.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-06-electrode-potential-and-emf-of-cell-basics/comments/comments-06-electrode-potential-and-emf-of-cell-basics.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,07,redox-reactions-electrochemistry-lecture-07,NERNST Equation for Electrode Potential and EMF of Cell,https://youtu.be/UlwKBzIiIVo,UlwKBzIiIVo,comments-07-nernst-equation-for-electrode-potential-and-emf-of-cell,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-07-nernst-equation-for-electrode-potential-and-emf-of-cell,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-07-nernst-equation-for-electrode-potential-and-emf-of-cell/comments/comments-07-nernst-equation-for-electrode-potential-and-emf-of-cell.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-07-nernst-equation-for-electrode-potential-and-emf-of-cell/comments/comments-07-nernst-equation-for-electrode-potential-and-emf-of-cell.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-07-nernst-equation-for-electrode-potential-and-emf-of-cell/comments/comments-07-nernst-equation-for-electrode-potential-and-emf-of-cell.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,08,redox-reactions-electrochemistry-lecture-08,Standard Hydrogen Electrode (SHE): Theory and Numericals,https://youtu.be/XN60W6H0XWw,XN60W6H0XWw,comments-08-standard-hydrogen-electrode-she-theory-and-numericals,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-08-standard-hydrogen-electrode-she-theory-and-numericals,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-08-standard-hydrogen-electrode-she-theory-and-numericals/comments/comments-08-standard-hydrogen-electrode-she-theory-and-numericals.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-08-standard-hydrogen-electrode-she-theory-and-numericals/comments/comments-08-standard-hydrogen-electrode-she-theory-and-numericals.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-08-standard-hydrogen-electrode-she-theory-and-numericals/comments/comments-08-standard-hydrogen-electrode-she-theory-and-numericals.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,09,redox-reactions-electrochemistry-lecture-09,Electrochemical Series,https://youtu.be/rkf6PQFv_R4,rkf6PQFv_R4,comments-09-electrochemical-series,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-09-electrochemical-series,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-09-electrochemical-series/comments/comments-09-electrochemical-series.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-09-electrochemical-series/comments/comments-09-electrochemical-series.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-09-electrochemical-series/comments/comments-09-electrochemical-series.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,10,redox-reactions-electrochemistry-lecture-10,Electrolysis OR Electrochemical Cell: Introduction - Product at Electrode,https://youtu.be/oFdw8j6cq6w,oFdw8j6cq6w,comments-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode/comments/comments-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode/comments/comments-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode/comments/comments-10-electrolysis-or-electrochemical-cell-introduction-product-at-electrode.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,11,redox-reactions-electrochemistry-lecture-11,Faraday's Laws Of Electrolysis,https://youtu.be/OrYmCoFB44Q,OrYmCoFB44Q,comments-11-faradays-laws-of-electrolysis,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-11-faradays-laws-of-electrolysis,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-11-faradays-laws-of-electrolysis/comments/comments-11-faradays-laws-of-electrolysis.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-11-faradays-laws-of-electrolysis/comments/comments-11-faradays-laws-of-electrolysis.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-11-faradays-laws-of-electrolysis/comments/comments-11-faradays-laws-of-electrolysis.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,12,redox-reactions-electrochemistry-lecture-12,Electrolytic Conductance - Conductivity - Molar and Equivalent Conductivity,https://youtu.be/e2FexAPcwvw,e2FexAPcwvw,comments-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity/comments/comments-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity/comments/comments-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity/comments/comments-12-electrolytic-conductance-conductivity-molar-and-equivalent-conductivity.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Redox Reactions and Electrochemistry,redox-reactions-electrochemistry,13,redox-reactions-electrochemistry-lecture-13,Variation of Molar Conductivity with Concentration - KOHLRAUSCH'S LAW,https://youtu.be/uY24hg3SjX4,uY24hg3SjX4,comments-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law/comments/comments-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law.raw.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law/comments/comments-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law.scrubbed.json,content/chemistry/physical/redox-reactions-electrochemistry/lectures/lecture-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law/comments/comments-13-variation-of-molar-conductivity-with-concentration-kohlrauschs-law.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,01,solutions-lecture-01,Solutions 01 II Introduction and Concentration Terms,https://youtu.be/nn-1UU_1PX8,nn-1UU_1PX8,comments-01-solutions-01-ii-introduction-and-concentration-terms,content/chemistry/physical/solutions/lectures/lecture-01-solutions-01-ii-introduction-and-concentration-terms,content/chemistry/physical/solutions/lectures/lecture-01-solutions-01-ii-introduction-and-concentration-terms/comments/comments-01-solutions-01-ii-introduction-and-concentration-terms.raw.json,content/chemistry/physical/solutions/lectures/lecture-01-solutions-01-ii-introduction-and-concentration-terms/comments/comments-01-solutions-01-ii-introduction-and-concentration-terms.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-01-solutions-01-ii-introduction-and-concentration-terms/comments/comments-01-solutions-01-ii-introduction-and-concentration-terms.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,02,solutions-lecture-02,Vapour Pressure of Solution of Two Volatile Liquids - RAOULT'S Law,https://youtu.be/ltirLC4AD2E,ltirLC4AD2E,comments-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law,content/chemistry/physical/solutions/lectures/lecture-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law,content/chemistry/physical/solutions/lectures/lecture-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law/comments/comments-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law.raw.json,content/chemistry/physical/solutions/lectures/lecture-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law/comments/comments-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law/comments/comments-02-vapour-pressure-of-solution-of-two-volatile-liquids-raoults-law.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,03,solutions-lecture-03,Relative Lowering of Vapour Pressure due to Non-Volatile Solute - Colligative Property,https://youtu.be/qpfnOJlL3SU,qpfnOJlL3SU,comments-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property,content/chemistry/physical/solutions/lectures/lecture-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property,content/chemistry/physical/solutions/lectures/lecture-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property/comments/comments-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property.raw.json,content/chemistry/physical/solutions/lectures/lecture-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property/comments/comments-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property/comments/comments-03-relative-lowering-of-vapour-pressure-due-to-non-volatile-solute-colligative-property.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,04,solutions-lecture-04,Ideal and Non-Ideal Solutions - Raoult's Law: +ve Deviation and -ve Deviation,https://youtu.be/Lrn31fEY5uc,Lrn31fEY5uc,comments-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation,content/chemistry/physical/solutions/lectures/lecture-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation,content/chemistry/physical/solutions/lectures/lecture-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation/comments/comments-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation.raw.json,content/chemistry/physical/solutions/lectures/lecture-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation/comments/comments-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation/comments/comments-04-ideal-and-non-ideal-solutions-raoults-law-plus-ve-deviation-and-ve-deviation.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,05,solutions-lecture-05,Colligative Property - Elevation in Boiling Point,https://youtu.be/i5rSNwv9v9s,i5rSNwv9v9s,comments-05-colligative-property-elevation-in-boiling-point,content/chemistry/physical/solutions/lectures/lecture-05-colligative-property-elevation-in-boiling-point,content/chemistry/physical/solutions/lectures/lecture-05-colligative-property-elevation-in-boiling-point/comments/comments-05-colligative-property-elevation-in-boiling-point.raw.json,content/chemistry/physical/solutions/lectures/lecture-05-colligative-property-elevation-in-boiling-point/comments/comments-05-colligative-property-elevation-in-boiling-point.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-05-colligative-property-elevation-in-boiling-point/comments/comments-05-colligative-property-elevation-in-boiling-point.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,06,solutions-lecture-06,Colligative Property - Depression in Freezing Point,https://youtu.be/aMbnHVKiYWg,aMbnHVKiYWg,comments-06-colligative-property-depression-in-freezing-point,content/chemistry/physical/solutions/lectures/lecture-06-colligative-property-depression-in-freezing-point,content/chemistry/physical/solutions/lectures/lecture-06-colligative-property-depression-in-freezing-point/comments/comments-06-colligative-property-depression-in-freezing-point.raw.json,content/chemistry/physical/solutions/lectures/lecture-06-colligative-property-depression-in-freezing-point/comments/comments-06-colligative-property-depression-in-freezing-point.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-06-colligative-property-depression-in-freezing-point/comments/comments-06-colligative-property-depression-in-freezing-point.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
Physical Chemistry,physical,Solutions,solutions,07,solutions-lecture-07,Colligative Property - Osmotic Pressure,https://youtu.be/EEnbajugGfg,EEnbajugGfg,comments-07-colligative-property-osmotic-pressure,content/chemistry/physical/solutions/lectures/lecture-07-colligative-property-osmotic-pressure,content/chemistry/physical/solutions/lectures/lecture-07-colligative-property-osmotic-pressure/comments/comments-07-colligative-property-osmotic-pressure.raw.json,content/chemistry/physical/solutions/lectures/lecture-07-colligative-property-osmotic-pressure/comments/comments-07-colligative-property-osmotic-pressure.scrubbed.json,content/chemistry/physical/solutions/lectures/lecture-07-colligative-property-osmotic-pressure/comments/comments-07-colligative-property-osmotic-pressure.final.md,raw-to-scrubbed,pending,Single lecture video from chapter list.
